出発駅,出発路線,到着駅,到着路線,最短営業キロ,運賃_きっぷ,運賃_IC
上野,銀座線/日比谷線,方南町,丸ノ内線支線,16.2,260,252
上野,銀座線/日比谷線,北千住,日比谷線/千代田線,5.3,180,178
上野,銀座線/日比谷線,南千住,日比谷線,3.2,180,178
上野,銀座線/日比谷線,三ノ輪,日比谷線,2.4,180,178
上野,銀座線/日比谷線,入谷,日比谷線,1.2,180,178
上野,銀座線/日比谷線,秋葉原,日比谷線,1.5,180,178
上野,銀座線/日比谷線,小伝馬町,日比谷線,2.4,180,178
上野,銀座線/日比谷線,人形町/水天宮前,日比谷線/半蔵門線,3.0,180,178
上野,銀座線/日比谷線,茅場町,日比谷線/東西線,3.9,180,178
上野,銀座線/日比谷線,八丁堀,日比谷線,4.4,180,178
上野,銀座線/日比谷線,築地/新富町,日比谷線/有楽町線,5.4,180,178
上野,銀座線/日比谷線,東銀座,日比谷線,5.3,180,178
上野,銀座線/日比谷線,日比谷/有楽町,日比谷線/千代田線/有楽町線,5.0,180,178
上野,銀座線/日比谷線,神谷町,日比谷線,7.1,210,209
上野,銀座線/日比谷線,六本木,日比谷線,8.6,210,209
上野,銀座線/日比谷線,広尾,日比谷線,10.3,210,209
上野,銀座線/日比谷線,恵比寿,日比谷線,11.8,260,252
上野,銀座線/日比谷線,中目黒,日比谷線,12.8,260,252
上野,銀座線/日比谷線,中野,東西線,14.3,260,252
上野,銀座線/日比谷線,落合,東西線,12.3,260,252
上野,銀座線/日比谷線,高田馬場,東西線,10.4,210,209
上野,銀座線/日比谷線,早稲田,東西線,8.7,210,209
上野,銀座線/日比谷線,神楽坂,東西線,7.5,210,209
上野,銀座線/日比谷線,飯田橋,東西線/有楽町線/南北線,6.3,210,209
上野,銀座線/日比谷線,九段下,東西線/半蔵門線,5.6,180,178
上野,銀座線/日比谷線,竹橋,東西線,4.6,180,178
上野,銀座線/日比谷線,門前仲町,東西線,5.7,180,178
上野,銀座線/日比谷線,木場,東西線,6.8,210,209
上野,銀座線/日比谷線,東陽町,東西線,7.7,210,209
上野,銀座線/日比谷線,南砂町,東西線,8.9,210,209
上野,銀座線/日比谷線,西葛西,東西線,11.6,260,252
上野,銀座線/日比谷線,葛西,東西線,12.8,260,252
上野,銀座線/日比谷線,浦安,東西線,14.7,260,252
上野,銀座線/日比谷線,南行徳,東西線,15.9,260,252
上野,銀座線/日比谷線,行徳,東西線,17.4,260,252
上野,銀座線/日比谷線,妙典,東西線,18.7,260,252
上野,銀座線/日比谷線,原木中山,東西線,20.8,300,293
上野,銀座線/日比谷線,西船橋,東西線,22.7,300,293
上野,銀座線/日比谷線,北綾瀬,千代田線,9.9,210,209
上野,銀座線/日比谷線,綾瀬,千代田線,7.8,210,209
上野,銀座線/日比谷線,町屋,千代田線,7.9,210,209
上野,銀座線/日比谷線,西日暮里,千代田線,8.8,210,209
上野,銀座線/日比谷線,千駄木,千代田線,7.9,210,209
上野,銀座線/日比谷線,根津,千代田線,6.9,210,209
上野,銀座線/日比谷線,湯島,千代田線,5.7,180,178
上野,銀座線/日比谷線,二重橋前,千代田線,4.3,180,178
上野,銀座線/日比谷線,赤坂,千代田線,7.4,210,209
上野,銀座線/日比谷線,乃木坂,千代田線,8.5,210,209
上野,銀座線/日比谷線,明治神宮前,千代田線/副都心線,10.5,210,209
上野,銀座線/日比谷線,代々木公園,千代田線,11.7,260,252
上野,銀座線/日比谷線,代々木上原,千代田線,12.7,260,252
上野,銀座線/日比谷線,和光市,有楽町線,22.7,300,293
上野,銀座線/日比谷線,地下鉄成増,有楽町線,20.5,300,293
上野,銀座線/日比谷線,地下鉄赤塚,有楽町線,19.1,300,293
上野,銀座線/日比谷線,平和台,有楽町線,17.3,260,252
上野,銀座線/日比谷線,氷川台,有楽町線,15.9,260,252
上野,銀座線/日比谷線,小竹向原,有楽町線/副都心線,14.4,260,252
上野,銀座線/日比谷線,千川,有楽町線/副都心線,13.4,260,252
上野,銀座線/日比谷線,要町,有楽町線/副都心線,12.4,260,252
上野,銀座線/日比谷線,東池袋,有楽町線,10.3,210,209
上野,銀座線/日比谷線,護国寺,有楽町線,9.2,210,209
上野,銀座線/日比谷線,江戸川橋,有楽町線,7.9,210,209
上野,銀座線/日比谷線,市ケ谷,有楽町線/南北線,7.4,210,209
上野,銀座線/日比谷線,麴町,有楽町線,7.8,210,209
上野,銀座線/日比谷線,桜田門,有楽町線,6.0,180,178
上野,銀座線/日比谷線,月島,有楽町線,6.7,210,209
上野,銀座線/日比谷線,豊洲,有楽町線,8.1,210,209
上野,銀座線/日比谷線,辰巳,有楽町線,9.8,210,209
上野,銀座線/日比谷線,新木場,有楽町線,11.3,260,252
上野,銀座線/日比谷線,半蔵門,半蔵門線,7.2,210,209
上野,銀座線/日比谷線,神保町,半蔵門線,5.3,180,178
上野,銀座線/日比谷線,清澄白河,半蔵門線,4.7,180,178
上野,銀座線/日比谷線,住吉,半蔵門線,6.6,210,209
上野,銀座線/日比谷線,錦糸町,半蔵門線,7.6,210,209
上野,銀座線/日比谷線,押上,半蔵門線,9.0,210,209
上野,銀座線/日比谷線,目黒,南北線,12.3,260,252
上野,銀座線/日比谷線,白金台,南北線,11.0,210,209
上野,銀座線/日比谷線,白金高輪,南北線,10.0,210,209
上野,銀座線/日比谷線,麻布十番,南北線,8.7,210,209
上野,銀座線/日比谷線,六本木一丁目,南北線,7.5,210,209
上野,銀座線/日比谷線,東大前,南北線,8.2,210,209
上野,銀座線/日比谷線,本駒込,南北線,9.1,210,209
上野,銀座線/日比谷線,駒込,南北線,10.5,210,209
上野,銀座線/日比谷線,西ケ原,南北線,11.9,260,252
上野,銀座線/日比谷線,王子,南北線,12.9,260,252
上野,銀座線/日比谷線,王子神谷,南北線,14.1,260,252
上野,銀座線/日比谷線,志茂,南北線,15.7,260,252
上野,銀座線/日比谷線,赤羽岩淵,南北線,16.8,260,252
上野,銀座線/日比谷線,雑司が谷,副都心線,13.0,260,252
上野,銀座線/日比谷線,西早稲田,副都心線,12.8,260,252
上野,銀座線/日比谷線,東新宿,副都心線,11.9,260,252
上野,銀座線/日比谷線,北参道,副都心線,11.7,260,252
上野広小路/仲御徒町,銀座線/日比谷線,末広町,銀座線,0.6,180,178
上野広小路/仲御徒町,銀座線/日比谷線,神田,銀座線,1.7,180,178
上野広小路/仲御徒町,銀座線/日比谷線,三越前,銀座線/半蔵門線,2.4,180,178
上野広小路/仲御徒町,銀座線/日比谷線,日本橋,銀座線/東西線,3.0,180,178
上野広小路/仲御徒町,銀座線/日比谷線,京橋,銀座線,3.7,180,178
上野広小路/仲御徒町,銀座線/日比谷線,銀座/銀座一丁目,銀座線/丸ノ内線/日比谷線/有楽町線,4.4,180,178
上野広小路/仲御徒町,銀座線/日比谷線,新橋,銀座線,5.3,180,178
上野広小路/仲御徒町,銀座線/日比谷線,虎ノ門/虎ノ門ヒルズ,銀座線/日比谷線,6.1,210,209
上野広小路/仲御徒町,銀座線/日比谷線,溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,6.1,210,209
上野広小路/仲御徒町,銀座線/日比谷線,赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,6.4,210,209
上野広小路/仲御徒町,銀座線/日比谷線,青山一丁目,銀座線/半蔵門線,7.7,210,209
上野広小路/仲御徒町,銀座線/日比谷線,外苑前,銀座線,8.4,210,209
上野広小路/仲御徒町,銀座線/日比谷線,表参道,銀座線/千代田線/半蔵門線,9.1,210,209
上野広小路/仲御徒町,銀座線/日比谷線,渋谷,銀座線/半蔵門線/副都心線,10.4,210,209
上野広小路/仲御徒町,銀座線/日比谷線,池袋,丸ノ内線/有楽町線/副都心線,10.7,210,209
上野広小路/仲御徒町,銀座線/日比谷線,新大塚,丸ノ内線,9.4,210,209
上野広小路/仲御徒町,銀座線/日比谷線,茗荷谷,丸ノ内線,8.2,210,209
上野広小路/仲御徒町,銀座線/日比谷線,後楽園,丸ノ内線/南北線,6.4,210,209
上野広小路/仲御徒町,銀座線/日比谷線,本郷三丁目,丸ノ内線,5.6,180,178
上野広小路/仲御徒町,銀座線/日比谷線,御茶ノ水,丸ノ内線,4.8,180,178
上野広小路/仲御徒町,銀座線/日比谷線,淡路町/新御茶ノ水,丸ノ内線/千代田線,4.0,180,178
上野広小路/仲御徒町,銀座線/日比谷線,大手町,丸ノ内線/東西線/千代田線/半蔵門線,3.1,180,178
上野広小路/仲御徒町,銀座線/日比谷線,東京,丸ノ内線,3.7,180,178
上野広小路/仲御徒町,銀座線/日比谷線,霞ケ関,丸ノ内線/日比谷線/千代田線,5.4,180,178
上野広小路/仲御徒町,銀座線/日比谷線,四ツ谷,丸ノ内線/南北線,7.7,210,209
上野広小路/仲御徒町,銀座線/日比谷線,四谷三丁目,丸ノ内線,8.7,210,209
上野広小路/仲御徒町,銀座線/日比谷線,新宿御苑前,丸ノ内線,9.6,210,209
上野広小路/仲御徒町,銀座線/日比谷線,新宿三丁目,丸ノ内線/副都心線,10.3,210,209
上野広小路/仲御徒町,銀座線/日比谷線,新宿,丸ノ内線,10.6,210,209
上野広小路/仲御徒町,銀座線/日比谷線,西新宿,丸ノ内線,11.4,260,252
上野広小路/仲御徒町,銀座線/日比谷線,中野坂上,丸ノ内線,12.5,260,252
上野広小路/仲御徒町,銀座線/日比谷線,新中野,丸ノ内線,13.6,260,252
上野広小路/仲御徒町,銀座線/日比谷線,東高円寺,丸ノ内線,14.6,260,252
上野広小路/仲御徒町,銀座線/日比谷線,新高円寺,丸ノ内線,15.5,260,252
上野広小路/仲御徒町,銀座線/日比谷線,南阿佐ケ谷,丸ノ内線,16.7,260,252
上野広小路/仲御徒町,銀座線/日比谷線,荻窪,丸ノ内線,18.2,260,252
上野広小路/仲御徒町,銀座線/日比谷線,中野新橋,丸ノ内線支線,13.8,260,252
上野広小路/仲御徒町,銀座線/日比谷線,中野富士見町,丸ノ内線支線,14.4,260,252
上野広小路/仲御徒町,銀座線/日比谷線,方南町,丸ノ内線支線,15.7,260,252
上野広小路/仲御徒町,銀座線/日比谷線,北千住,日比谷線/千代田線,5.8,180,178
上野広小路/仲御徒町,銀座線/日比谷線,南千住,日比谷線,3.7,180,178
上野広小路/仲御徒町,銀座線/日比谷線,三ノ輪,日比谷線,2.9,180,178
上野広小路/仲御徒町,銀座線/日比谷線,入谷,日比谷線,1.7,180,178
上野広小路/仲御徒町,銀座線/日比谷線,秋葉原,日比谷線,1.0,180,178
上野広小路/仲御徒町,銀座線/日比谷線,小伝馬町,日比谷線,1.9,180,178
上野広小路/仲御徒町,銀座線/日比谷線,人形町/水天宮前,日比谷線/半蔵門線,2.5,180,178
上野広小路/仲御徒町,銀座線/日比谷線,茅場町,日比谷線/東西線,3.4,180,178
上野広小路/仲御徒町,銀座線/日比谷線,八丁堀,日比谷線,3.9,180,178
上野広小路/仲御徒町,銀座線/日比谷線,築地/新富町,日比谷線/有楽町線,4.9,180,178
上野広小路/仲御徒町,銀座線/日比谷線,東銀座,日比谷線,4.8,180,178
上野広小路/仲御徒町,銀座線/日比谷線,日比谷/有楽町,日比谷線/千代田線/有楽町線,4.5,180,178
上野広小路/仲御徒町,銀座線/日比谷線,神谷町,日比谷線,6.6,210,209
上野広小路/仲御徒町,銀座線/日比谷線,六本木,日比谷線,8.1,210,209
上野広小路/仲御徒町,銀座線/日比谷線,広尾,日比谷線,9.8,210,209
上野広小路/仲御徒町,銀座線/日比谷線,恵比寿,日比谷線,11.3,260,252
上野広小路/仲御徒町,銀座線/日比谷線,中目黒,日比谷線,12.3,260,252
上野広小路/仲御徒町,銀座線/日比谷線,中野,東西線,13.8,260,252
上野広小路/仲御徒町,銀座線/日比谷線,落合,東西線,11.8,260,252
上野広小路/仲御徒町,銀座線/日比谷線,高田馬場,東西線,9.9,210,209
上野広小路/仲御徒町,銀座線/日比谷線,早稲田,東西線,8.2,210,209
上野広小路/仲御徒町,銀座線/日比谷線,神楽坂,東西線,7.0,210,209
上野広小路/仲御徒町,銀座線/日比谷線,飯田橋,東西線/有楽町線/南北線,5.8,180,178
上野広小路/仲御徒町,銀座線/日比谷線,九段下,東西線/半蔵門線,5.1,180,178
上野広小路/仲御徒町,銀座線/日比谷線,竹橋,東西線,4.1,180,178
上野広小路/仲御徒町,銀座線/日比谷線,門前仲町,東西線,5.2,180,178
上野広小路/仲御徒町,銀座線/日比谷線,木場,東西線,6.3,210,209
上野広小路/仲御徒町,銀座線/日比谷線,東陽町,東西線,7.2,210,209
上野広小路/仲御徒町,銀座線/日比谷線,南砂町,東西線,8.4,210,209
上野広小路/仲御徒町,銀座線/日比谷線,西葛西,東西線,11.1,260,252
上野広小路/仲御徒町,銀座線/日比谷線,葛西,東西線,12.3,260,252
上野広小路/仲御徒町,銀座線/日比谷線,浦安,東西線,14.2,260,252
上野広小路/仲御徒町,銀座線/日比谷線,南行徳,東西線,15.4,260,252
上野広小路/仲御徒町,銀座線/日比谷線,行徳,東西線,16.9,260,252
上野広小路/仲御徒町,銀座線/日比谷線,妙典,東西線,18.2,260,252
上野広小路/仲御徒町,銀座線/日比谷線,原木中山,東西線,20.3,300,293
上野広小路/仲御徒町,銀座線/日比谷線,西船橋,東西線,22.2,300,293
上野広小路/仲御徒町,銀座線/日比谷線,北綾瀬,千代田線,10.4,210,209
上野広小路/仲御徒町,銀座線/日比谷線,綾瀬,千代田線,8.3,210,209
上野広小路/仲御徒町,銀座線/日比谷線,町屋,千代田線,8.4,210,209
上野広小路/仲御徒町,銀座線/日比谷線,西日暮里,千代田線,8.3,210,209
上野広小路/仲御徒町,銀座線/日比谷線,千駄木,千代田線,7.4,210,209
上野広小路/仲御徒町,銀座線/日比谷線,根津,千代田線,6.4,210,209
上野広小路/仲御徒町,銀座線/日比谷線,湯島,千代田線,5.2,180,178
上野広小路/仲御徒町,銀座線/日比谷線,二重橋前,千代田線,3.8,180,178
上野広小路/仲御徒町,銀座線/日比谷線,赤坂,千代田線,6.9,210,209
上野広小路/仲御徒町,銀座線/日比谷線,乃木坂,千代田線,8.0,210,209
上野広小路/仲御徒町,銀座線/日比谷線,明治神宮前,千代田線/副都心線,10.0,210,209
上野広小路/仲御徒町,銀座線/日比谷線,代々木公園,千代田線,11.2,260,252
上野広小路/仲御徒町,銀座線/日比谷線,代々木上原,千代田線,12.2,260,252
上野広小路/仲御徒町,銀座線/日比谷線,和光市,有楽町線,22.2,300,293
上野広小路/仲御徒町,銀座線/日比谷線,地下鉄成増,有楽町線,20.0,300,293
上野広小路/仲御徒町,銀座線/日比谷線,地下鉄赤塚,有楽町線,18.6,260,252
上野広小路/仲御徒町,銀座線/日比谷線,平和台,有楽町線,16.8,260,252
上野広小路/仲御徒町,銀座線/日比谷線,氷川台,有楽町線,15.4,260,252
上野広小路/仲御徒町,銀座線/日比谷線,小竹向原,有楽町線/副都心線,13.9,260,252
上野広小路/仲御徒町,銀座線/日比谷線,千川,有楽町線/副都心線,12.9,260,252
上野広小路/仲御徒町,銀座線/日比谷線,要町,有楽町線/副都心線,11.9,260,252
上野広小路/仲御徒町,銀座線/日比谷線,東池袋,有楽町線,9.8,210,209
上野広小路/仲御徒町,銀座線/日比谷線,護国寺,有楽町線,8.7,210,209
上野広小路/仲御徒町,銀座線/日比谷線,江戸川橋,有楽町線,7.4,210,209
上野広小路/仲御徒町,銀座線/日比谷線,市ケ谷,有楽町線/南北線,6.9,210,209
上野広小路/仲御徒町,銀座線/日比谷線,麴町,有楽町線,7.3,210,209
上野広小路/仲御徒町,銀座線/日比谷線,桜田門,有楽町線,5.5,180,178
上野広小路/仲御徒町,銀座線/日比谷線,月島,有楽町線,6.2,210,209
上野広小路/仲御徒町,銀座線/日比谷線,豊洲,有楽町線,7.6,210,209
上野広小路/仲御徒町,銀座線/日比谷線,辰巳,有楽町線,9.3,210,209
上野広小路/仲御徒町,銀座線/日比谷線,新木場,有楽町線,10.8,210,209
上野広小路/仲御徒町,銀座線/日比谷線,半蔵門,半蔵門線,6.7,210,209
上野広小路/仲御徒町,銀座線/日比谷線,神保町,半蔵門線,4.8,180,178
上野広小路/仲御徒町,銀座線/日比谷線,清澄白河,半蔵門線,4.2,180,178
上野広小路/仲御徒町,銀座線/日比谷線,住吉,半蔵門線,6.1,210,209
上野広小路/仲御徒町,銀座線/日比谷線,錦糸町,半蔵門線,7.1,210,209
上野広小路/仲御徒町,銀座線/日比谷線,押上,半蔵門線,8.5,210,209
上野広小路/仲御徒町,銀座線/日比谷線,目黒,南北線,11.8,260,252
上野広小路/仲御徒町,銀座線/日比谷線,白金台,南北線,10.5,210,209
上野広小路/仲御徒町,銀座線/日比谷線,白金高輪,南北線,9.5,210,209
上野広小路/仲御徒町,銀座線/日比谷線,麻布十番,南北線,8.2,210,209
上野広小路/仲御徒町,銀座線/日比谷線,六本木一丁目,南北線,7.0,210,209
上野広小路/仲御徒町,銀座線/日比谷線,東大前,南北線,7.7,210,209
上野広小路/仲御徒町,銀座線/日比谷線,本駒込,南北線,8.6,210,209
上野広小路/仲御徒町,銀座線/日比谷線,駒込,南北線,10.0,210,209
上野広小路/仲御徒町,銀座線/日比谷線,西ケ原,南北線,11.4,260,252
上野広小路/仲御徒町,銀座線/日比谷線,王子,南北線,12.4,260,252
上野広小路/仲御徒町,銀座線/日比谷線,王子神谷,南北線,13.6,260,252
上野広小路/仲御徒町,銀座線/日比谷線,志茂,南北線,15.2,260,252
上野広小路/仲御徒町,銀座線/日比谷線,赤羽岩淵,南北線,16.3,260,252
上野広小路/仲御徒町,銀座線/日比谷線,雑司が谷,副都心線,12.5,260,252
上野広小路/仲御徒町,銀座線/日比谷線,西早稲田,副都心線,12.3,260,252
上野広小路/仲御徒町,銀座線/日比谷線,東新宿,副都心線,11.4,260,252
上野広小路/仲御徒町,銀座線/日比谷線,北参道,副都心線,11.2,260,252
末広町,銀座線,神田,銀座線,1.1,180,178
末広町,銀座線,三越前,銀座線/半蔵門線,1.8,180,178
末広町,銀座線,日本橋,銀座線/東西線,2.4,180,178
末広町,銀座線,京橋,銀座線,3.1,180,178
末広町,銀座線,銀座/銀座一丁目,銀座線/丸ノ内線/日比谷線/有楽町線,3.8,180,178
